person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Sinică Suciu,sinicăsuciu,sinicăsuciu@acasa.ro,7640903236429,1924-08-28,"Aleea Pop, Pucioasa, 828380",0237 236 295,9e:a0:64:c6:ed:c3,220.116.193.125,RO55OXTF7378590926529102,2025-01-03T13:12:15.000000,6081,122,321,1188288,ec1fd271-4607-40a6-a508-5f9654c46fc7
Eliana Dochioiu,elianadochioiu,elianadochioiu@kappa.ro,4050304522562,2012-07-25,"Bulevardul Janina Oprea Nr. 30 Bl. 34  Sc. 25 Ap. 435, Plosca, 625229",0241 798 876,f2:38:1e:1d:ea:56,54.19.103.91,RO92AVMQ9081062030907429,2024-08-27T03:05:46.000000,29477,702,611,1204117,0117e843-a090-4ea4-b1df-61089aedb9a5
Veronica Eftimie,veronicaeftimie,veronicaeftimie@zzup.ro,8571206122441,1969-01-01,"Strada Geanina Tabacu Nr. 894 Bl. 61  Sc. 65 Ap. 482, Paunesti, 124645",0259 231 042,74:e4:51:71:24:e1,26.196.65.18,RO75ZCDN7964552451730988,2025-05-07T01:45:25.000000,34394,564,352,1164381,5d6504f2-be1c-4029-a730-3f7dfaa7e88f
Gherghina Dinu,gherghinadinu,gherghinadinu@kappa.ro,5911010092932,1933-12-16,"Strada Suciu Nr. 714 Bl. 41  Sc. 14 Ap. 910, Floresti, 719284",0772 035 657,32:ea:dc:af:30:eb,3.80.8.13,RO46GCKA4147634936556674,2024-10-05T08:57:24.000000,20674,862,115,440428,85b65971-9f70-464e-8d94-5348950151d0
Valeriu Stan,valeriustan,valeriustan@acasa.ro,2350925287001,2010-08-05,"Soseaua Aanei, Dabuleni, 567718",0764 310 881,12:48:50:10:35:e7,62.62.215.141,RO74LCZX6887502302976434,2024-10-17T07:42:01.000000,6924,672,728,345401,5618be86-2df6-4254-95ef-8a0c947929ab
Carmina Cristea,carminacristea,carminacristea@kappa.ro,4440829369071,1977-09-09,"Soseaua Oprea Nr. 356, Sannicolau Mare, 427036",0711 860 855,28:6c:37:fa:24:e9,165.233.15.19,RO42CUWQ7365861050541278,2025-02-11T08:03:35.000000,10975,673,690,1534150,42539506-62ad-4b0b-8347-6b29c31c32bd
Gabriel Tudor,gabrieltudor,gabrieltudor@acasa.ro,3960612142141,1966-05-17,"Intrarea Manole Nr. 28, Ineu, 367114",0254 227 983,6a:a8:f6:df:7a:ce,87.12.239.44,RO73MYQL4412627380148204,2025-04-21T01:47:27.000000,21244,439,108,1434561,9ae45597-95f0-4d9a-b763-eb8921aedb85
Ioan Aanei,ioanaanei,ioanaanei@gmail.com,7030506360261,1990-04-26,"Drumul Dima Nr. 798, Draganesti-Olt, 670874",0247 053 049,3c:9f:a8:b2:6a:79,211.102.238.207,RO96ULJZ8421244236355276,2024-10-10T14:27:00.000000,30362,149,246,455289,14001963-a88d-4ed5-9cd7-d2ed42376141
Marcheta Suciu,marchetasuciu,marchetasuciu@kappa.ro,5710911158463,1999-03-06,"Drumul Severina Niță Nr. 71, Agnita, 448007",0723 638 764,16:fa:5e:03:eb:d0,149.91.165.7,RO65XBAY8734320365807734,2025-02-13T11:50:47.000000,22241,942,568,409020,cdd5fef5-2f3d-45e4-a173-5904aaf085e4
Cezara Dobre,cezaradobre,cezaradobre@acasa.ro,8491016337750,1997-04-15,"Intrarea Dochioiu Nr. 46, Moreni, 130339",0722 182 399,46:e8:1a:61:39:81,37.94.185.177,RO92DPTQ3680816648185170,2025-01-05T10:18:11.000000,26589,938,467,194196,a2f8f421-77ef-4f0e-aaff-f679245fcc70
Patricia Pușcașu,patriciapușcașu,patriciapușcașu@email.ro,6910203022705,1992-09-28,"Strada Caius Suciu Nr. 72, Tandarei, 435680",0764 909 238,52:e6:50:bc:e0:da,175.92.95.45,RO30HBYK6220811202092232,2024-09-23T21:19:45.000000,16384,999,545,894890,2bf36f21-4727-4937-b4cc-e033097cda79
Dorli Ioniță,dorliioniță,dorliioniță@zzup.ro,5980804396918,1949-04-18,"Aleea Preda Nr. 47, Motru, 358511",0739 507 055,88:ce:10:ff:6c:e3,119.35.249.214,RO65QMET1222024696221547,2024-07-10T00:55:03.000000,7989,546,414,1136473,1eca45ea-df22-4e67-a382-d7de2dfda746
Ghenadie Oprea,ghenadieoprea,ghenadieoprea@kappa.ro,6730706066074,1944-05-08,"Bulevardul Claudia Popa Nr. 17 Bl. 64  Sc. 78 Ap. 747, Dabuleni, 834083",0239 336 015,a6:c4:44:7c:8b:67,107.113.141.55,RO22JPFU9395157371382754,2025-01-12T23:27:15.000000,5595,522,322,1638076,997dcaa3-ea57-4fec-8df6-2532a4f3378c
Emilian Nistor,emiliannistor,emiliannistor@kappa.ro,3851210360834,1922-07-14,"Intrarea Barbu Nr. 716 Bl. 33  Sc. 19 Ap. 680, Oltenita, 888219",0752 921 139,ea:1e:b7:e7:e4:14,204.222.175.102,RO82VMCW3217766066079772,2024-10-22T21:53:48.000000,13733,74,64,1796841,18a76d0c-2ff9-46cc-b585-4603e8060117
Codruța Stan,codruțastan,codruțastan@zzup.ro,6560110376955,2018-12-02,"Intrarea Anamaria Mazilescu Nr. 28, Harsova, 544190",0232 700 960,02:b2:9a:0c:d7:12,61.113.223.163,RO61JYLC5078127055615527,2024-08-03T20:33:47.000000,11314,883,529,417520,75f90cdd-329a-413c-bb30-bd9a4897c76e
Nicodim Niță,nicodimniță,nicodimniță@acasa.ro,6090126066668,1989-10-29,"Intrarea Dochioiu, Siria, 591033",0248 224 975,1c:b8:c3:8e:ba:a2,71.215.247.199,RO67FGCB2449717847909171,2024-12-12T22:55:14.000000,24028,908,46,1910452,b665a4d2-6f16-43f7-9dde-5a98cd8d8fc4
Cosmina Dumitrescu,cosminadumitrescu,cosminadumitrescu@post.ro,4681202220391,2005-10-25,"Bulevardul Fiona Stancu Nr. 830 Bl. 39  Sc. 45 Ap. 106, Sacueni, 923335",0256 015 931,30:9f:4b:82:5e:30,58.221.44.164,RO31NUCN2347576046218761,2025-02-08T15:48:22.000000,5035,251,354,26375,27213797-5a62-45f3-b4db-e93f66c117c9
Amanda Toma,amandatoma,amandatoma@email.ro,2001002350571,1959-07-22,"Aleea Popa Nr. 44 Bl. 54  Sc. 67 Ap. 112, Sebes, 395490",0239 714 630,fa:44:31:fc:98:19,34.93.31.45,RO71CHEU1106375072403914,2025-01-15T15:35:27.000000,20142,654,190,1225418,f3d6a595-13e6-4246-8bc1-d9e162bbd23f
Aurica Pop,auricapop,auricapop@141.ro,3390202102915,1935-06-14,"Soseaua Dochioiu, Pogoanele, 319122",0711 161 970,60:7e:45:ef:01:83,198.247.153.149,RO83LHVJ5735711238883271,2024-10-28T02:22:21.000000,30720,958,550,11043,e772c8f0-bcd3-4eb7-acac-d10f4bf1d660
Floare Barbu,floarebarbu,floarebarbu@email.ro,5920215273971,1960-04-04,"Soseaua Stoica, Otopeni, 212091",0249 581 147,a8:03:9f:79:91:14,49.198.25.182,RO42RMWV9020294493786426,2024-09-19T15:01:01.000000,28123,364,291,1997417,30af785e-3011-4460-90c4-67678ab582f2
Cantemir Albu,cantemiralbu,cantemiralbu@acasa.ro,7350226143201,1992-07-07,"Intrarea Grațiela Mocanu, Sannicolau Mare, 831314",0732 447 732,4c:a0:ef:cd:09:8b,196.183.210.104,RO70HTCE8043195241980890,2024-10-20T15:08:19.000000,25470,208,713,21689,020df1d3-8e77-48cd-bc90-54351a0d211d
